ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInNUcastPkts,ifInDiscards,ifOutUcastPkts,ifOutNUcastPkts,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipSystemStatsInReceives,ipSystemStatsInDelivers,ipSystemStatsOutRequests,ipSystemStatsOutDiscards,ipSystemStatsInDiscards,ipSystemStatsInForwDatagrams,ipSystemStatsOutNoRoutes,ipSystemStatsInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps
62330430,62330430,0,638400,0,0,638400,0,204157,604601,583815,246,828,12,1071,205412,968577,6763803,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62342562,62342562,0,638468,0,0,638468,0,204157,604609,583824,246,828,12,1071,205412,968880,6764748,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62354694,62354694,0,638536,0,0,638536,0,204157,604614,583829,246,828,12,1071,205412,969047,6766709,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62366826,62366826,0,638604,0,0,638604,0,204157,604620,583835,246,828,12,1071,205412,969201,6767662,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62378958,62378958,0,638672,0,0,638672,0,204157,604630,583846,246,828,12,1071,205412,969441,6768910,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62406562,62406562,0,638820,0,0,638820,0,204157,604714,583930,250,828,20,1071,205416,969670,6769994,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62419846,62419846,0,638900,0,0,638900,0,204157,604747,583963,250,828,20,1071,205416,969879,6771195,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62434290,62434290,0,638992,0,0,638992,0,204157,604769,583987,250,828,20,1071,205416,970179,6772288,7617,30,1159756,1159174,7215418,6,0,0,16,3,0,0,3,3,0,0
62447582,62447582,0,639072,0,0,639072,0,204157,604801,584019,250,828,20,1071,205416,970405,6773665,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62462002,62462002,0,639168,0,0,639168,0,204157,604826,584043,250,828,12,1071,205416,970656,6774676,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62474134,62474134,0,639236,0,0,639236,0,204157,604840,584058,250,828,12,1071,205416,970860,6776179,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62486266,62486266,0,639304,0,0,639304,0,204157,604849,584067,250,828,12,1071,205416,971059,6778138,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62498398,62498398,0,639372,0,0,639372,0,204157,604853,584072,250,828,12,1071,205416,971366,6780548,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62510530,62510530,0,639440,0,0,639440,0,204157,604861,584081,250,828,12,1071,205416,971663,6781961,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62522662,62522662,0,639508,0,0,639508,0,204157,604874,584094,250,828,12,1071,205416,971800,6783825,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62550282,62550282,0,639656,0,0,639656,0,204157,604965,584188,254,828,20,1071,205421,972024,6787360,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62564710,62564710,0,639748,0,0,639748,0,204157,604998,584222,254,828,20,1071,205422,972222,6790696,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62578002,62578002,0,639828,0,0,639828,0,204157,605021,584245,254,828,20,1071,205422,972479,6792806,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62592438,62592438,0,639920,0,0,639920,0,204157,605052,584277,254,828,20,1071,205422,972866,6795581,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62605706,62605706,0,640004,0,0,640004,0,204157,605072,584297,254,828,12,1071,205422,973003,6798327,7617,30,1162794,1162211,7229483,6,0,0,16,3,0,0,3,3,0,0
62617838,62617838,0,640072,0,0,640072,0,204157,605078,584303,254,828,12,1071,205422,973359,6801295,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62629970,62629970,0,640140,0,0,640140,0,204157,605086,584311,254,828,12,1071,205422,973689,6801745,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62642102,62642102,0,640208,0,0,640208,0,204157,605164,584392,254,828,13,1071,205423,973983,6802501,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62654234,62654234,0,640276,0,0,640276,0,204157,605269,584498,254,828,13,1071,205423,974118,6803796,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62666366,62666366,0,640344,0,0,640344,0,204157,605303,584530,254,828,12,1071,205423,974400,6806469,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62695138,62695138,0,640504,0,0,640504,0,204157,605402,584629,258,828,20,1071,205427,974641,6808209,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62707270,62707270,0,640572,0,0,640572,0,204157,605424,584651,258,828,20,1071,205427,974778,6810907,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
62722858,62722858,0,640676,0,0,640676,0,204157,605454,584681,258,828,20,1071,205427,975010,6812646,7617,30,1165904,1165321,7257088,6,0,0,16,3,0,0,3,3,0,0
